page,title,price,location,listing_date,url,source,size_m2,price_num,type,bedrooms,location_clean
2,"À LOUER : Un superbe appartement S+4, idéalement situé à La Marsa",2200 DT,Tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/la-marsa/-louer-un-superbe-appartement-s4-idalement-situ-la-marsa/696f64471813559909245210/,tayara,,2200.0,rent,,Tunis
2,À LOUER: Un appartement S+1(Meublé ) à La Soukra,1400 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1meubl-la-soukra/696f6436181355990924520c/,tayara,,1400.0,rent,,Tunis
2,"À LOUER : Un appartement S+1 (Jamais Habité ) ,à La Nouvelle Soukra",1500 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-la-nouvelle-soukra/696f6420cfcddb325c09cae9/,tayara,,1500.0,rent,,Tunis
2,"À LOUER: Un appartement S+1 (Jamais Habité ), idéalement situé à L'Aouina",1100 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-idalement-situ-laouina/696f640e18135599092451fc/,tayara,,1100.0,rent,,Tunis
2,"À LOUER : Un appartement S+2, idéalement situé à Cité Wahat",315000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-idalement-situ-cit-wahat/696f63e82838b4e20246da22/,tayara,,315000.0,rent,,Tunis
2,Appartement S+1 à louer – Nouvelle Soukra,1200 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/appartement-s1-louer-nouvelle-soukra/696f63bacfcddb325c09cac6/,tayara,,1200.0,rent,,Tunis
2,"À LOUER | S+1 Neuf Jamais Habité – Ain Zaghouan, residence avec salle de sport",1200 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-louer-s1-neuf-jamais-habit-ain-zaghouan-residence-avec-salle-de-sport/696f62e2181355990924519f/,tayara,,1200.0,rent,,Tunis
2,"À LOUER : Un appartement S+1, idéalement situé à La Nouvelle Soukra",1100 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-idalement-situ-la-nouvelle-soukra/696f6299cfcddb325c09ca6a/,tayara,,1100.0,rent,,Tunis
2,"À LOUER : Un appartement S+2 au rez de chaussée , situé au Jardin de Carthage",1900 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/-louer-un-appartement-s2-au-rez-de-chausse-situ-au-jardin-de-carthage/696f626f2838b4e20246d997/,tayara,,1900.0,rent,,Tunis
2,À louer : Un appartement S+2 (Jamais Habité) idéalement situé à La Nouvelle Soukra,1500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-idalement-situ-la-nouvelle-soukra/696f625e2838b4e20246d992/,tayara,,1500.0,rent,,Tunis
3,À LOUER : Un appartement S+1 à La Nouvelle Soukra,1200 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-la-nouvelle-soukra/696f6207cfcddb325c09ca3e/,tayara,,1200.0,rent,,Tunis
3,À Louer : Un appartement S+2 (Jamais Habité) situé à La Nouvelle Soukra,1350 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-situ-la-nouvelle-soukra/696f61c3cfcddb325c09ca1c/,tayara,,1350.0,rent,,Tunis
3,À louer – Appartement S+2 à Jardins de Laouina,1100 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s2-jardins-de-laouina/696f61a62838b4e20246d94e/,tayara,,1100.0,rent,,Tunis
3,À louer – Appartement S+1 neuf à Ain Zaghouan,1200 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s1-neuf-ain-zaghouan/696f6102cfcddb325c09c9e5/,tayara,,1200.0,rent,,Tunis
3,"🏡LV001183 À Louer – Bel Appartement S+2 à la Cité de la Santé, Bizerte",850 DT,Bizerte,43 minutes ago,https://www.tayara.tn/item/appartements/bizerte/bizerte/lv001183-louer-bel-appartement-s2-la-cit-de-la-sant-bizerte/695e21cdcd04d08be756d2bc/,tayara,,850.0,rent,,Bizerte
3,"À LOUER :Un appartement S+2 richement meublé, idéalement situé à Ain Zaghouan.",1350 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-louer-un-appartement-s2-richement-meubl-idalement-situ-ain-zaghouan/696f5ffa18135599092450b3/,tayara,,1350.0,rent,,Tunis
3,À Louer – Espace bureautique à Médina Jedida,1800 DT,tunis,an hour ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/tunis/-louer-espace-bureautique-mdina-jedida/691eed9c265523b710e83b2d/,tayara,,1800.0,rent,,Tunis
4,location appartement meublé par jour cité nasser tunis ☎️24933824,70 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ennasr/location-appartement-meubl-par-jour-cit-nasser-tunis-24933824/696f5a042838b4e20246d6bb/,tayara,,70.0,rent,,Ariana
4,à louer appartement studio meublé location par jour nuitée 22333312,80 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/menzah/-louer-appartement-studio-meubl-location-par-jour-nuite-22333312/696f59372838b4e20246d654/,tayara,,80.0,rent,,Tunis
4,location s1 par nuitée appartement studio meuble a louer par jour / nuitée 📢 58616768,80 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-2/location-s1-par-nuite-appartement-studio-meuble-a-louer-par-jour-nuite-58616768/696f59032838b4e20246d643/,tayara,,80.0,rent,,Ariana
4,à louer appartement studio meublé s1 ennasr location par jour nuitée,70 DT,Tunis,an hour ago,https://www.tayara.tn/item/locations-de-vacances/tunis/el-menzah-9/-louer-appartement-studio-meubl-s1-ennasr-location-par-jour-nuite/696f58d81813559909244df1/,tayara,,70.0,rent,,Tunis
4,✨ À Louer – S+1 jamais à Sahloul 4 ✨,699 DT,Sousse,an hour ago,https://www.tayara.tn/item/appartements/sousse/sahloul/-louer-s1-jamais-sahloul-4-/692eec00145e1617cbaf5b22/,tayara,,699.0,rent,,Sousse
4,à louer étage de villa (s +3)à Ennasr,1300 DT,Ariana,an hour ago,https://www.tayara.tn/item/maisons-et-villas/ariana/cit-ennasr-2/-louer-tage-de-villa-s-3-ennasr/696f56392838b4e20246d4eb/,tayara,,1300.0,rent,,Ariana
4,Appartement s2 meublé à louer au Lac 2 MAL1702,2200 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/lac-2/appartement-s2-meubl-louer-au-lac-2-mal1702/695e25e2cd04d08be756d4aa/,tayara,,2200.0,rent,,Tunis
4,Duplex S+3 avec jardin à louer à La Marsa MDL0113,3000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/la-marsa/duplex-s3-avec-jardin-louer-la-marsa-mdl0113/68ef74f753fa6375757cd980/,tayara,,3000.0,rent,,Tunis
4,Duplex s4 avec terrasse à louer à Ain Zaghouan nord MDL0710,3400 DT,Tunis,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/ain-zaghouan-nord/duplex-s4-avec-terrasse-louer-ain-zaghouan-nord-mdl0710/696130f3a00bf1861737ae56/,tayara,,3400.0,rent,,Tunis
4,Appartement s1 à louer aux Jardins de Carthage ZAL1234,2200 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/appartement-s1-louer-aux-jardins-de-carthage-zal1234/695d0f078914daae51a7005a/,tayara,,2200.0,rent,,Tunis
5,A louer Plateau neuf sup 470m² Lac 3,11000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/le-kram/a-louer-plateau-neuf-sup-470m-lac-3/68dd130707c7711d7c79f948/,tayara,,11000.0,rent,,Tunis
5,A louer plateau open space neuf 500m² lac 3,11700 DT,Tunis,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/le-kram/a-louer-plateau-open-space-neuf-500m-lac-3/678f6ceb9bffab23b80d4b7e/,tayara,,11700.0,rent,,Tunis
7,📍RIADH AL ANDALOUSE : APPARTEMENT S+1 RICHEMENT MEUBLÉ À LOUER,1600 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/riadh-andalous/riadh-al-andalouse-appartement-s1-richement-meubl-louer/696f49532838b4e20246d096/,tayara,,1600.0,rent,,Ariana
7,CITE ENNOZHA - ARIANA : DES BUREAUX H+2 À LOUER,1150 DT,Ariana,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/ariana/ariana/cite-ennozha-ariana-des-bureaux-h2-louer/696f48fa18135599092448a4/,tayara,,1150.0,rent,,Ariana
7,📍NOUVELLE ARIANA - AVENUE COMMERCIALE À LOUER – OPEN SPACE BUREAUTIQUE,600 DT,Ariana,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/ariana/nouvelle-ariana/nouvelle-ariana-avenue-commerciale-louer-open-space-bureautique/696f48c62838b4e20246d065/,tayara,,600.0,rent,,Ariana
8,📍LES BERGES DU LAC 2 : APPARTEMENT S+4 DE TRES HAUT STANDING - RICHEMENT MEUBLÉE À LOUER,5000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/lac-2/les-berges-du-lac-2-appartement-s4-de-tres-haut-standing-richement-meuble-louer/696f48912838b4e20246d051/,tayara,,5000.0,rent,,Tunis
8,MONTPLAISIR : BUREAU H+2 À LOUER,1800 DT,Tunis,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/montplaisir/montplaisir-bureau-h2-louer/696f48732dfbb8171c4b585a/,tayara,,1800.0,rent,,Tunis
8,📍 MUTUELLE VILLE – MAGNIFIQUE VILLA S+3 DE HAUT STANDING À LOUER,3800 DT,Tunis,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/mutuelleville/-mutuelle-ville-magnifique-villa-s3-de-haut-standing-louer/696f485d181355990924485d/,tayara,,3800.0,rent,,Tunis
8,CENTRE URBAIN NORD : APPARTEMENT S+2 A LOUER,1600 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/centre-urbain-nord/centre-urbain-nord-appartement-s2-a-louer/696f483f2838b4e20246d035/,tayara,,1600.0,rent,,Tunis
8,À LOUER - FOND DE COMMERCE PIEDS DANS L’EAU À SIDI SALEM - BIZERT,5000 DT,Bizerte,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/bizerte/bizerte/-louer-fond-de-commerce-pieds-dans-leau-sidi-salem-bizert/6807a828c1f8f57898df0aac/,tayara,,5000.0,rent,,Bizerte
8,📍JARDINS D’EL MENZAH 2 : APPARTEMENT S+4 A LOUER,1750 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-2/jardins-del-menzah-2-appartement-s4-a-louer/696f48092838b4e20246d022/,tayara,,1750.0,rent,,Ariana
8,📍ENNASR 2: APPARTEMENT S+1 RICHEMENT MEUBLÉ À LOUER,1100 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s1-richement-meubl-louer/696f47e4181355990924483e/,tayara,,1100.0,rent,,Ariana
8,ENNASR 2 : APPARTEMENT S+3 A LOUER,1900 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s3-a-louer/696f47bf1813559909244834/,tayara,,1900.0,rent,,Ariana
8,📍CITE OLYMPIQUE: APPARTEMENT S+3 À LOUER VIDE,1500 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/cit-olympique/cite-olympique-appartement-s3-louer-vide/696f47762838b4e20246cfe1/,tayara,,1500.0,rent,,Tunis
8,📍ENNASR 2 : APPARTEMENT S+1 A LOUER,1100 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s1-a-louer/696f47552838b4e20246cfcc/,tayara,,1100.0,rent,,Ariana
8,📍MENZAH 9 C : APPARTEMENT S+2 A LOUER,1300 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/el-menzah-9/menzah-9-c-appartement-s2-a-louer/696f47342838b4e20246cfc0/,tayara,,1300.0,rent,,Tunis
8,📍MENZAH 9 C : APPARTEMENT S+2 À LOUER,1650 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/menzah/menzah-9-c-appartement-s2-louer/696f471c1e1efe5ccc6ed0fd/,tayara,,1650.0,rent,,Tunis
8,CENTRE URBAIN NORD : BUREAU H+3 À LOUER Meublé ou vide,1600 DT,Tunis,3 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/centre-urbain-nord/centre-urbain-nord-bureau-h3-louer-meubl-ou-vide/696f46eb2838b4e20246cfa3/,tayara,,1600.0,rent,,Tunis
8,📍 ENNASR 1 : APPARTEMENT S+3 A LOUER,1450 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/ennasr/-ennasr-1-appartement-s3-a-louer/696f46ad2838b4e20246cf94/,tayara,,1450.0,rent,,Ariana
8,📍 ARIANA ESSOUGHRA: REZ-DE-CHAUSSÉE DE VILLA S+3 MEUBLÉ JAMAIS HABITÉ À LOUER,1600 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/ariana-essoughra/-ariana-essoughra-rezdechausse-de-villa-s3-meubl-jamais-habit-louer/696f466e18135599092447b0/,tayara,,1600.0,rent,,Ariana
8,📍 RIADH EL ANDALOUS : APPARTEMENT S+3 A USAGE BUREAUTIQUE LOUER,1600 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/riadh-andalous/-riadh-el-andalous-appartement-s3-a-usage-bureautique-louer/696f4631181355990924479c/,tayara,,1600.0,rent,,Ariana
9,ENNASR 2 : BUREAU À LOUER,1200 DT,Ariana,3 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/ariana/cit-ennasr-2/ennasr-2-bureau-louer/696f45321e1efe5ccc6ed05f/,tayara,,1200.0,rent,,Ariana
9,A louer S+2 a El Ghazela,1200 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/ghazela/a-louer-s2-a-el-ghazela/694954ab8914daae519fac8f/,tayara,,1200.0,rent,,Ariana
9,A louer un appartement à Rades,550 DT,Ben Arous,3 hours ago,https://www.tayara.tn/item/appartements/ben-arous/rads/a-louer-un-appartement-rades/696f43441e1efe5ccc6ecfc6/,tayara,,550.0,rent,,Ben Arous
9,🏡 À louer | S+1 jamais habité – / Laouina /,1152 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-s1-jamais-habit-laouina-/696f43232838b4e20246ce95/,tayara,,1152.0,rent,,Tunis
9,📍 Ennasr 2 à Louer spacieux Étage de villa S+4,1599 DT,tunis,3 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/-ennasr-2-louer-spacieux-tage-de-villa-s4/69634573a00bf186173884e0/,tayara,,1599.0,rent,,Tunis
9,📍 ENNASR 2 à louer DUPLEX S+4 avec terrasse,1649 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-ennasr-2-louer-duplex-s4-avec-terrasse/696e29d96026ba3e44d25188/,tayara,,1649.0,rent,,Ariana
9,a louer s+2 meublé tres haut standing a ennasr,1900 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/a-louer-s2-meubl-tres-haut-standing-a-ennasr/695ccfc5a5f53ffb7c90678b/,tayara,,1900.0,rent,,Ariana
10,📌 À louer | Bureau H+2 – Lac du 1 (à côté de l’Hôtel Mövenpick),1500 DT,Tunis,3 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/lac-1/-louer-bureau-h2-lac-du-1-ct-de-lhtel-mvenpick/696f3da82838b4e20246cc60/,tayara,,1500.0,rent,,Tunis
10,A LOUER APPARTEMENT S1 A CITEE EL WAHAT,850 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-appartement-s1-a-citee-el-wahat/696f3a9a2838b4e20246cb24/,tayara,,850.0,rent,,Tunis
10,à louer ennasr s2 meublé lux,250 DT,Ariana,4 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-louer-ennasr-s2-meubl-lux/6935b6aa8914daae519776ad/,tayara,,250.0,rent,,Ariana
10,a louer studio meublé ennasr,130 DT,Ariana,4 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/a-louer-studio-meubl-ennasr/671744671cde9a414fad72b7/,tayara,,130.0,rent,,Ariana
10,à louer studio meublé neuf top lux,200 DT,Ariana,4 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-louer-studio-meubl-neuf-top-lux/68f72c7fb756576ab4053544/,tayara,,200.0,rent,,Ariana
10,à louer studio meublés ennasr,120 DT,Ariana,4 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-louer-studio-meubls-ennasr/67f4102aca3467b14e7705b3/,tayara,,120.0,rent,,Ariana
11,Location S+1 meublé,100 DT,Ariana,6 hours ago,https://www.tayara.tn/item/appartements/ariana/el-menzah-7/location-s1-meubl/696f1b1c1813559909243d3f/,tayara,,100.0,rent,,Ariana
11,a louer s+2 meublé a menzah9c,800 DT,Ariana,6 hours ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-1/a-louer-s2-meubl-a-menzah9c/695e2b17cd04d08be756d730/,tayara,,800.0,rent,,Ariana
11,a louer s+1 a ennasr,850 DT,Ariana,6 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/a-louer-s1-a-ennasr/6960bcbea00bf18617376417/,tayara,,850.0,rent,,Ariana
11,a louer s +1 a ennasr,850 DT,Ariana,6 hours ago,https://www.tayara.tn/item/appartements/ariana/ennasr/a-louer-s-1-a-ennasr/6960bd14a00bf18617376439/,tayara,,850.0,rent,,Ariana
11,Appartement à louer à Sahloul – Avenue Yasser Arafet (S+1),1200 DT,Sousse,7 hours ago,https://www.tayara.tn/item/appartements/sousse/sahloul/appartement-louer-sahloul-avenue-yasser-arafet-s1/696f03af1813559909243afc/,tayara,,1200.0,rent,,Sousse
11,✨À Louer Bureau H+4 à 📍Montplaisir,2000 DT,Tunis,12 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/montplaisir/-louer-bureau-h4-montplaisir/696ebb4f18135599092431be/,tayara,,2000.0,rent,,Tunis
11,Studio à louer,600 DT,Ariana,13 hours ago,https://www.tayara.tn/item/autres-immobiliers/ariana/el-menzah-6/studio-louer/696eb75918135599092430a5/,tayara,,600.0,rent,,Ariana
11,Studio à louer,380 DT,Ben Arous,14 hours ago,https://www.tayara.tn/item/maisons-et-villas/ben-arous/el-mourouj-3/studio-louer/696ea7bc36a51e77f7820130/,tayara,,380.0,rent,,Ben Arous
11,Bureau a louer au forum Ariana,750 DT,Ariana,14 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/ariana/ariana-ville/bureau-a-louer-au-forum-ariana/693b0b02cd04d08be7495fbc/,tayara,,750.0,rent,,Ariana
11,A louer des appartements courte durée,120 DT,Tunis,14 hours ago,https://www.tayara.tn/item/locations-de-vacances/tunis/ain-zaghouen/a-louer-des-appartements-courte-dure/696e9f2f18135599092426e8/,tayara,,120.0,rent,,Tunis
11,à louer appartements court séjour,79 DT,Tunis,14 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartements-court-sjour/66bf551a92d9e2cb542f8858/,tayara,,79.0,rent,,Tunis
11,S+2 a louer cité med ali gare de rades,600 DT,Ben Arous,15 hours ago,https://www.tayara.tn/item/appartements/ben-arous/rads/s2-a-louer-cit-med-ali-gare-de-rades/696e978c18135599092423ba/,tayara,,600.0,rent,,Ben Arous
11,"Location par nuitées, jours ou semaines S+1 / S+2 Haut standing.",80 DT,Monastir,15 hours ago,https://www.tayara.tn/item/locations-de-vacances/monastir/monastir/location-par-nuites-jours-ou-semaines-s1-s2-haut-standing/696e94ec06e73a7946c33f03/,tayara,,80.0,rent,,Monastir
12,"Location par nuitées, jours ou semaines S+1 / S+2 Haut standing.",80 DT,Monastir,15 hours ago,https://www.tayara.tn/item/locations-de-vacances/monastir/monastir/location-par-nuites-jours-ou-semaines-s1-s2-haut-standing/696e94ec06e73a7946c33f03/,tayara,,80.0,rent,,Monastir
12,À Louer un triplex en S+4 Gammarth village,4500 DT,Tunis,15 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/gammarth/-louer-un-triplex-en-s4-gammarth-village/68af036f82a3d05f2393bf47/,tayara,,4500.0,rent,,Tunis
12,Villa meublée S+4 avec piscine à louer à La Soukra ZVL0036,5500 DT,Ariana,16 hours ago,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/villa-meuble-s4-avec-piscine-louer-la-soukra-zvl0036/6958f6f8cd04d08be7553176/,tayara,,5500.0,rent,,Ariana
12,Appartement s2 à louer à La Soukra ZAL0109,1500 DT,Ariana,16 hours ago,https://www.tayara.tn/item/appartements/ariana/la-soukra/appartement-s2-louer-la-soukra-zal0109/69690ce91813559909222669/,tayara,,1500.0,rent,,Ariana
12,Appartement s3 à louer à Ain Zaghouan nord MAL1054,2900 DT,Tunis,16 hours ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/appartement-s3-louer-ain-zaghouan-nord-mal1054/696a10962838b4e202450512/,tayara,,2900.0,rent,,Tunis
12,Duplex s1 avec jardin à louer à La Marsa MDL0711,1800 DT,Tunis,16 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/la-marsa/duplex-s1-avec-jardin-louer-la-marsa-mdl0711/69623974a00bf186173814eb/,tayara,,1800.0,rent,,Tunis
12,a louer cabinet médical H+3 au centre urbain nord,1800 DT,Tunis,17 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/centre-urbain-nord/a-louer-cabinet-mdical-h3-au-centre-urbain-nord/695e20a2cd04d08be756d23f/,tayara,,1800.0,rent,,Tunis
12,a louer bureau H+3 au centre urbain nord,1800 DT,Tunis,17 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/centre-urbain-nord/a-louer-bureau-h3-au-centre-urbain-nord/69579ed3cd04d08be754b116/,tayara,,1800.0,rent,,Tunis
13,Des Bureaux à louer – Lac 2,280 DT,Tunis,17 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/lac-2/des-bureaux-louer-lac-2/69616578a00bf1861737d105/,tayara,,280.0,rent,,Tunis
