page,title,price,location,listing_date,url,price_num,type,bedrooms,location_clean,age_hours
1,🏡 À LOUER – S+2 Haut Standing à Nouvelle Soukra,1400 DT,Tunis,16 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-s2-haut-standing-nouvelle-soukra/696f66e61813559909245342/,1400.0,rent,,Tunis,0.26666666666666666
1,a vendre s+4 spacieuse avec parking ss a laouina,395000 DT,Tunis,17 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s4-spacieuse-avec-parking-ss-a-laouina/696f66bd2838b4e20246db49/,395000.0,sale,,Tunis,0.2833333333333333
1,À vendre S+1 / S+2 / S+3sur plan – Remise des clés fin 2027 Salle de sport équipé Piscine collective,2 DT,Tunis,17 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s1-s2-s3sur-plan-remise-des-cls-fin-2027-salle-de-sport-quip-piscine-collective/696f669aabc480ecf871efc5/,2.0,sale,,Tunis,0.2833333333333333
1,🏡 À Vendre – S+2 avec Jardin 95 m2• Direct Promoteur • Nouvelle soukra couvert 90 m2,430000 DT,Tunis,18 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-avec-jardin-95-m2-direct-promoteur-nouvelle-soukra-couvert-90-m2/696f66782838b4e20246db2c/,430000.0,sale,,Tunis,0.3
1,📍 a vendre s+1 avec parking ss – Vue dégagée sur la Clinique La Soukra,260000 DT,Tunis,19 minutes ago,https://www.tayara.tn/item/maisons-et-villas/tunis/l-aouina/-a-vendre-s1-avec-parking-ss-vue-dgage-sur-la-clinique-la-soukra/696f662d2838b4e20246db16/,260000.0,sale,,Tunis,0.31666666666666665
1,A vendre deux lots de terrain 430m² est 341m² Titre individuelle viabilisé Lotissement ELMASSMOUDI 300m du rom-point Parc Soukra,800 DT,Ariana,20 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/la-soukra/a-vendre-deux-lots-de-terrain-430m-est-341m-titre-individuelle-viabilis-lotissement-elmassmoudi-300m-du-rompoint-parc-soukra/6746fccd0d8480a1e0188710/,800.0,sale,,Ariana,0.3333333333333333
1,A vendre un terrain 147m² titre individuelle ce trouve a coté clinique soukra Ain Zaghouin la Marsa,200000 DT,tunis,21 minutes ago,https://www.tayara.tn/item/terrains-et-fermes/tunis/tunis/a-vendre-un-terrain-147m-titre-individuelle-ce-trouve-a-cot-clinique-soukra-ain-zaghouin-la-marsa/67596cdf8729cead59eae56b/,200000.0,sale,,Tunis,0.35
1,A vendre Villa S+3 + studio – 330 m² terrain – Carthage Dermech,950000 DT,Tunis,21 minutes ago,https://www.tayara.tn/item/maisons-et-villas/tunis/carthage/a-vendre-villa-s3-studio-330-m-terrain-carthage-dermech/696f65b2abc480ecf871ef6e/,950000.0,sale,,Tunis,0.35
1,À LOUER - Villa indépendante haut standing avec piscine,3500 DT,Ariana,22 minutes ago,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/-louer-villa-indpendante-haut-standing-avec-piscine/696f6590abc480ecf871ef5e/,3500.0,rent,,Ariana,0.36666666666666664
1,À louer un appartement s1 haut standing à la nouvelle soukra,1200 DT,Tunis,23 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-haut-standing-la-nouvelle-soukra/696f65602838b4e20246dac5/,1200.0,rent,,Tunis,0.38333333333333336
2,🏡 À VENDRE – APPARTEMENT S+1 À AIN ZAGHOUAN,258000 DT,Tunis,23 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-vendre-appartement-s1-ain-zaghouan/696f653a1813559909245290/,258000.0,sale,,Tunis,0.38333333333333336
2,🏡 À Vendre – S+2 Direct Promoteur à Ain Zaghouan,382002 DT,Tunis,24 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-s2-direct-promoteur-ain-zaghouan/696f6517181355990924527e/,382002.0,sale,,Tunis,0.4
2,🗽 🗽 À VENDRE | Appartements S+1 & S+2 – Direct Promoteur 🗽 📍 Nouvelle Soukra 🗓️ Remise des clés : fin 2026,238001 DT,Tunis,25 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-direct-promoteur-nouvelle-soukra-remise-des-cls-fin-2026/696f64e81813559909245261/,238001.0,sale,,Tunis,0.4166666666666667
2,À vendre – Appartement S+2 à Laouina (Titre Bleu Individuel,249000 DT,Tunis,26 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s2-laouina-titre-bleu-individuel/696f64aa1813559909245240/,249000.0,sale,,Tunis,0.43333333333333335
2,a louer s+1 neuf a laouina avec parking ss,1050 DT,Tunis,26 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s1-neuf-a-laouina-avec-parking-ss/696f64871813559909245235/,1050.0,rent,,Tunis,0.43333333333333335
2,"À VENDRE : Un superbe appartement S+3 entièrement rénové, idéalement situé à Cité Wahat.",395000 DT,Tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-superbe-appartement-s3-entirement-rnov-idalement-situ-cit-wahat/696f6458cfcddb325c09cb02/,395000.0,sale,,Tunis,0.45
2,A louer s+1 jamais habité nouvelle soukra avec parking ss,1100 DT,tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s1-jamais-habit-nouvelle-soukra-avec-parking-ss/696f6453cfcddb325c09cafe/,1100.0,rent,,Tunis,0.45
2,"À LOUER : Un superbe appartement S+4, idéalement situé à La Marsa",2200 DT,Tunis,27 minutes ago,https://www.tayara.tn/item/appartements/tunis/la-marsa/-louer-un-superbe-appartement-s4-idalement-situ-la-marsa/696f64471813559909245210/,2200.0,rent,,Tunis,0.45
2,À LOUER: Un appartement S+1(Meublé ) à La Soukra,1400 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1meubl-la-soukra/696f6436181355990924520c/,1400.0,rent,,Tunis,0.4666666666666667
2,* À Vendre - Appartement S+2 s+3 Haut Standing - AinZaghouan • Remise des clés immédiates,355000 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s2-s3-haut-standing-ainzaghouan-remise-des-cls-immdiates/696f64302838b4e20246da3c/,355000.0,sale,,Tunis,0.4666666666666667
2,"À LOUER : Un appartement S+1 (Jamais Habité ) ,à La Nouvelle Soukra",1500 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-la-nouvelle-soukra/696f6420cfcddb325c09cae9/,1500.0,rent,,Tunis,0.4666666666666667
2,"À LOUER: Un appartement S+1 (Jamais Habité ), idéalement situé à L'Aouina",1100 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-jamais-habit-idalement-situ-laouina/696f640e18135599092451fc/,1100.0,rent,,Tunis,0.4666666666666667
2,"a vendre s+1 s+2 direct promoteur a laouina, Achat facilité par crédit bancaire",247000 DT,Tunis,28 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-direct-promoteur-a-laouina-achat-facilit-par-crdit-bancaire/696f640818135599092451fa/,247000.0,sale,,Tunis,0.4666666666666667
2,"À VENDRE : Un appartement S+1 (Jamais Habité) , idéalement situé à Cité Wahat",218000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-appartement-s1-jamais-habit-idalement-situ-cit-wahat/696f63fb2838b4e20246da2d/,218000.0,sale,,Tunis,0.48333333333333334
2,"À LOUER : Un appartement S+2, idéalement situé à Cité Wahat",315000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-idalement-situ-cit-wahat/696f63e82838b4e20246da22/,315000.0,rent,,Tunis,0.48333333333333334
2,a vendre s+1 s+2 s+3 direct promoteur a laouina,193000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-direct-promoteur-a-laouina/696f63dc18135599092451e6/,193000.0,sale,,Tunis,0.48333333333333334
2,À VENDRE :Centre Médical à Ain Zaghouan ( Direct Promoteur ),180000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-centre-mdical-ain-zaghouan-direct-promoteur-/696f63d42838b4e20246da1c/,180000.0,sale,,Tunis,0.48333333333333334
2,Appartement S+1 à louer – Nouvelle Soukra,1200 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/appartement-s1-louer-nouvelle-soukra/696f63bacfcddb325c09cac6/,1200.0,rent,,Tunis,0.5
2,🏡 À VENDRE – APPARTEMENT S+1 À AIN ZAGHOUAN surface 77 m2,258000 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-appartement-s1-ain-zaghouan-surface-77-m2/696f639418135599092451d4/,258000.0,sale,,Tunis,0.5
2,🏠 À VENDRE |s+1 S+2 & S+3 – Haut Standing sur plan 📍jardins de carthage,360000 DT,Tunis,32 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-vendre-s1-s2-s3-haut-standing-sur-plan-jardins-de-carthage/696f633318135599092451b4/,360000.0,sale,,Tunis,0.5333333333333333
2,"🏡 À VENDRE | Appartements S+1, S+2 & S+3 – Sur Plan 📍 Nouvelle Soukra | pre €£¥ ain zaghouan",208000 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-s3-sur-plan-nouvelle-soukra-pre-ain-zaghouan/696f630618135599092451a8/,208000.0,sale,,Tunis,0.55
2,"À LOUER | S+1 Neuf Jamais Habité – Ain Zaghouan, residence avec salle de sport",1200 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-louer-s1-neuf-jamais-habit-ain-zaghouan-residence-avec-salle-de-sport/696f62e2181355990924519f/,1200.0,rent,,Tunis,0.55
2,🏠 À VENDRE | S+2 & S+3 – Haut Standing 📍 Nouvelle Soukra | 🗓️ Clés : fin 2025 💰,360000 DT,Tunis,34 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-s3-haut-standing-nouvelle-soukra-cls-fin-2025/696f62c32838b4e20246d9b8/,360000.0,sale,,Tunis,0.5666666666666667
2,"À LOUER : Un appartement S+1, idéalement situé à La Nouvelle Soukra",1100 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-idalement-situ-la-nouvelle-soukra/696f6299cfcddb325c09ca6a/,1100.0,rent,,Tunis,0.5833333333333334
2,À VENDRE : Des appartements S+2 & S+3 Haut standing situés à La Nouvelle Soukra,360000 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s2-s3-haut-standing-situs-la-nouvelle-soukra/696f62861813559909245183/,360000.0,sale,,Tunis,0.5833333333333334
2,"À LOUER : Un appartement S+2 au rez de chaussée , situé au Jardin de Carthage",1900 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/-louer-un-appartement-s2-au-rez-de-chausse-situ-au-jardin-de-carthage/696f626f2838b4e20246d997/,1900.0,rent,,Tunis,0.5833333333333334
2,À louer : Un appartement S+2 (Jamais Habité) idéalement situé à La Nouvelle Soukra,1500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-idalement-situ-la-nouvelle-soukra/696f625e2838b4e20246d992/,1500.0,rent,,Tunis,0.6
3,🏡 À Vendre – Appartements S+1 & S+2 Haut Standing – Ain Zaghouan | Direct Promoteur,3500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-haut-standing-ain-zaghouan-direct-promoteur/696f62512838b4e20246d98a/,3500.0,sale,,Tunis,0.6
3,A VENDRE : Des Appartements & Duplex – Direct Promoteur | La Soukra,290000 DT,Ariana,36 minutes ago,https://www.tayara.tn/item/appartements/ariana/la-soukra/a-vendre-des-appartements-duplex-direct-promoteur-la-soukra/696f624dcfcddb325c09ca54/,290000.0,sale,,Ariana,0.6
3,À Vendre : Un spacieux appartement S+2 (Direct Promoteur) à La Nouvelle Soukra,289000 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-spacieux-appartement-s2-direct-promoteur-la-nouvelle-soukra/696f623acfcddb325c09ca4a/,289000.0,sale,,Tunis,0.6
3,À LOUER : Un appartement S+1 à La Nouvelle Soukra,1200 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s1-la-nouvelle-soukra/696f6207cfcddb325c09ca3e/,1200.0,rent,,Tunis,0.6166666666666667
3,🏡 À VENDRE – S+2 Direct Promoteur à Laouina,381002 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-laouina/696f6204cfcddb325c09ca3b/,381002.0,sale,,Tunis,0.6166666666666667
3,"À VENDRE : Des appartements S+1, S+2 et S+3 situés à La Nouvelle Soukra ( Direct promoteur )",220000 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-et-s3-situs-la-nouvelle-soukra-direct-promoteur-/696f61f6cfcddb325c09ca33/,220000.0,sale,,Tunis,0.6166666666666667
3,À VENDRE – Appartement S+3 à Jardins de Laouina (Tunis),397000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s3-jardins-de-laouina-tunis/696f61e8cfcddb325c09ca2d/,397000.0,sale,,Tunis,0.6333333333333333
3,a vendre s+1 s+2 s+3 sur plan remise de cle 2028,216000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-sur-plan-remise-de-cle-2028/696f61c4cfcddb325c09ca1e/,216000.0,sale,,Tunis,0.6333333333333333
3,À Louer : Un appartement S+2 (Jamais Habité) situé à La Nouvelle Soukra,1350 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-un-appartement-s2-jamais-habit-situ-la-nouvelle-soukra/696f61c3cfcddb325c09ca1c/,1350.0,rent,,Tunis,0.6333333333333333
3,À louer – Appartement S+2 à Jardins de Laouina,1100 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s2-jardins-de-laouina/696f61a62838b4e20246d94e/,1100.0,rent,,Tunis,0.65
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Cité Wahat.",216000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-cit-wahat/696f61a4181355990924513d/,216000.0,sale,,Tunis,0.65
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) à La Nouvelle Soukra",218000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f6191cfcddb325c09ca0a/,218000.0,sale,,Tunis,0.65
3,🏡 À Vendre – S+2 Direct Promoteur à Ain Zaghouan résidence avec salle de sport,382000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-ain-zaghouan-rsidence-avec-salle-de-sport/696f6189cfcddb325c09ca07/,382000.0,sale,,Tunis,0.65
3,🗽 🗽 À VENDRE | Appartements S+1 & S+2 jamais habité – Direct Promoteur 🗽laouina 📍,248000 DT,Tunis,40 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-jamais-habit-direct-promoteur-laouina-/696f6149cfcddb325c09c9f5/,248000.0,sale,,Tunis,0.6666666666666666
3,a vendre : Appartement S+3 à L’Aouina – Cité Wahat,268000 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s3-laouina-cit-wahat/696f61292838b4e20246d932/,268000.0,sale,,Tunis,0.6833333333333333
3,À louer – Appartement S+1 neuf à Ain Zaghouan,1200 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-louer-appartement-s1-neuf-ain-zaghouan/696f6102cfcddb325c09c9e5/,1200.0,rent,,Tunis,0.6833333333333333
3,"🏡LV001183 À Louer – Bel Appartement S+2 à la Cité de la Santé, Bizerte",850 DT,Bizerte,43 minutes ago,https://www.tayara.tn/item/appartements/bizerte/bizerte/lv001183-louer-bel-appartement-s2-la-cit-de-la-sant-bizerte/695e21cdcd04d08be756d2bc/,850.0,rent,,Bizerte,0.7166666666666667
3,"À LOUER :Un appartement S+2 richement meublé, idéalement situé à Ain Zaghouan.",1350 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-louer-un-appartement-s2-richement-meubl-idalement-situ-ain-zaghouan/696f5ffa18135599092450b3/,1350.0,rent,,Tunis,0.0
3,"A VENDRE : Des Appartements S+1 , S+2 , S+3 (Direct Promoteur) à La Nouvelle Soukra",205000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f5fe7cfcddb325c09c98e/,205000.0,sale,,Tunis,0.0
3,À Louer – Espace bureautique à Médina Jedida,1800 DT,tunis,an hour ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/tunis/-louer-espace-bureautique-mdina-jedida/691eed9c265523b710e83b2d/,1800.0,rent,,Tunis,0.0
3,vente S+3 Cité Les Roses Ariana,159000 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ariana/vente-s3-cit-les-roses-ariana/6911c086145e1617cba23bef/,159000.0,sale,,Ariana,0.0
3,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,240000.0,sale,,Tunis,0.0
4,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,240000.0,sale,,Tunis,0.0
4,location appartement meublé par jour cité nasser tunis ☎️24933824,70 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ennasr/location-appartement-meubl-par-jour-cit-nasser-tunis-24933824/696f5a042838b4e20246d6bb/,70.0,rent,,Ariana,0.0
4,à louer appartement studio meublé location par jour nuitée 22333312,80 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/menzah/-louer-appartement-studio-meubl-location-par-jour-nuite-22333312/696f59372838b4e20246d654/,80.0,rent,,Tunis,0.0
4,location s1 par nuitée appartement studio meuble a louer par jour / nuitée 📢 58616768,80 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/les-jardins-el-menzah-2/location-s1-par-nuite-appartement-studio-meuble-a-louer-par-jour-nuite-58616768/696f59032838b4e20246d643/,80.0,rent,,Ariana,0.0
4,à louer appartement studio meublé s1 ennasr location par jour nuitée,70 DT,Tunis,an hour ago,https://www.tayara.tn/item/locations-de-vacances/tunis/el-menzah-9/-louer-appartement-studio-meubl-s1-ennasr-location-par-jour-nuite/696f58d81813559909244df1/,70.0,rent,,Tunis,0.0
4,✨ À Louer – S+1 jamais à Sahloul 4 ✨,699 DT,Sousse,an hour ago,https://www.tayara.tn/item/appartements/sousse/sahloul/-louer-s1-jamais-sahloul-4-/692eec00145e1617cbaf5b22/,699.0,rent,,Sousse,0.0
4,à louer étage de villa (s +3)à Ennasr,1300 DT,Ariana,an hour ago,https://www.tayara.tn/item/maisons-et-villas/ariana/cit-ennasr-2/-louer-tage-de-villa-s-3-ennasr/696f56392838b4e20246d4eb/,1300.0,rent,,Ariana,0.0
4,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Ain Zaghouan",266680 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-ain-zaghouan/696533940fe250585263b650/,266680.0,sale,,Tunis,2.0
4,Appartement s2 meublé à louer au Lac 2 MAL1702,2200 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/lac-2/appartement-s2-meubl-louer-au-lac-2-mal1702/695e25e2cd04d08be756d4aa/,2200.0,rent,,Tunis,2.0
4,Duplex S+3 avec jardin à louer à La Marsa MDL0113,3000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/la-marsa/duplex-s3-avec-jardin-louer-la-marsa-mdl0113/68ef74f753fa6375757cd980/,3000.0,rent,,Tunis,2.0
4,Duplex s4 avec terrasse à louer à Ain Zaghouan nord MDL0710,3400 DT,Tunis,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/ain-zaghouan-nord/duplex-s4-avec-terrasse-louer-ain-zaghouan-nord-mdl0710/696130f3a00bf1861737ae56/,3400.0,rent,,Tunis,2.0
4,Appartement s1 à louer aux Jardins de Carthage ZAL1234,2200 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/appartement-s1-louer-aux-jardins-de-carthage-zal1234/695d0f078914daae51a7005a/,2200.0,rent,,Tunis,2.0
5,Terrain a vendre à Kerkouane Kelibia Nabeul,60000 DT,Nabeul,2 hours ago,https://www.tayara.tn/item/terrains-et-fermes/nabeul/klibia/terrain-a-vendre-kerkouane-kelibia-nabeul/696f4fec2838b4e20246d29c/,60000.0,sale,,Nabeul,2.0
5,A louer Plateau neuf sup 470m² Lac 3,11000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/le-kram/a-louer-plateau-neuf-sup-470m-lac-3/68dd130707c7711d7c79f948/,11000.0,rent,,Tunis,2.0
5,A louer plateau open space neuf 500m² lac 3,11700 DT,Tunis,2 hours ago,https://www.tayara.tn/item/bureaux-et-plateaux/tunis/le-kram/a-louer-plateau-open-space-neuf-500m-lac-3/678f6ceb9bffab23b80d4b7e/,11700.0,rent,,Tunis,2.0
5,📍 ENNASR 2 : APPARTEMENT S+3 À VENDRE,450000 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-ennasr-2-appartement-s3-vendre/696f4d7a2838b4e20246d1cd/,450000.0,sale,,Ariana,2.0
